image_path,merchant,ds,location,y,items,category,text,year,month,day,weekday,hour
F:\ai\ocr_recognition\dataset\train\images\en_853.jpg,"Charm clothing store 1/F.britain Insurance Building. 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at: 2021-04-25 13:46:03 GST:2 24 TBL: $27.00 1 dress $25.00 1 uniform $ 52.00 Subtotal: $5.20 10%Service Charge: $57.20 total: Times of Printing:1 Thank you!",2025-04-21 13:46:00,48 Sydney Ave,5.2,"/F.britain Insurance Building. 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at: 2021-04-25 13:46:03 GST:2 24 TBL:; dress; uniform $; 10%Service Charge:",购物,"Charm clothing store 1/F.britain Insurance Building. 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at: 2021-04-25 13:46:03 GST:2 24 TBL: $27.00 1 dress $25.00 1 uniform $ 52.00 Subtotal: $5.20 10%Service Charge: $57.20 total: Times of Printing:1 Thank you!",2025,4,21,0,13
F:\ai\ocr_recognition\dataset\train\images\en_855.jpg,"Charm clothing store 1/F.britain Insurance Building, 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-06-02 16:22:16 TBL: 25 GST:2 $25.00 uniform tie $4.00 Subtotal: $29.00 10%Service Charge: $2.90 total: $31.90 Times of Printing:1 Thank you!",2002-06-21 16:22:00,48 Sydney Ave,29.0,"/F.britain Insurance Building, 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-06-02 16:22:16 TBL: 25 GST:2; Subtotal:; %Service Charge:",购物,"Charm clothing store 1/F.britain Insurance Building, 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-06-02 16:22:16 TBL: 25 GST:2 $25.00 uniform tie $4.00 Subtotal: $29.00 10%Service Charge: $2.90 total: $31.90 Times of Printing:1 Thank you!",2002,6,21,4,16
F:\ai\ocr_recognition\dataset\train\images\en_858.jpg,"Charm clothing store 1/F,britain Insurance Building. 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at: 2021-05-31 14:31:09 GST:2 TBL: 24 $25.00 1 sports wear $12.00 swimmingsuit $37.00 Subtotal: $3.70 10%Service Charge: $40.70 total: Times of Printing:1 Thank you!",2031-05-21 14:31:00,48 Sydney Ave,3.7,"/F,britain Insurance Building. 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at: 2021-05-31 14:31:09 GST:2 TBL: 24; sports wear; Subtotal:; %Service Charge:",购物,"Charm clothing store 1/F,britain Insurance Building. 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at: 2021-05-31 14:31:09 GST:2 TBL: 24 $25.00 1 sports wear $12.00 swimmingsuit $37.00 Subtotal: $3.70 10%Service Charge: $40.70 total: Times of Printing:1 Thank you!",2031,5,21,2,14
F:\ai\ocr_recognition\dataset\train\images\en_859.jpg,"Charm clothing store 1/F,britain Insurance Building. 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at: 2021-03-18 13:44:57 TBL: 20 GST:2 suit $30.00 dress $27.00 Subtotal: $57.00 10%Service Charge: $5.70 total: $62.70 Times of Printing:1 Thank you!",2018-03-21 13:44:00,48 Sydney Ave,57.0,"/F,britain Insurance Building. 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at: 2021-03-18 13:44:57 TBL: 20 GST:2 suit; Subtotal:; %Service Charge:",购物,"Charm clothing store 1/F,britain Insurance Building. 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at: 2021-03-18 13:44:57 TBL: 20 GST:2 suit $30.00 dress $27.00 Subtotal: $57.00 10%Service Charge: $5.70 total: $62.70 Times of Printing:1 Thank you!",2018,3,21,2,13
F:\ai\ocr_recognition\dataset\train\images\en_860.jpg,"Charm clothing store 1/F,britain Insurance Building. 48Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at:2 2021-04-12 13:39:11 26 GST:2 TBL: dress 2 $54.00 Subtotal: $54.00 10%Service Charge: $5.40 total: $59.40 Times of Printing:1 Thank you!",2012-04-21 13:39:00,,54.0,"/F,britain Insurance Building. 48Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at:2 2021-04-12 13:39:11 26 GST:2 TBL: dress 2; 10%Service Charge:",购物,"Charm clothing store 1/F,britain Insurance Building. 48Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at:2 2021-04-12 13:39:11 26 GST:2 TBL: dress 2 $54.00 Subtotal: $54.00 10%Service Charge: $5.40 total: $59.40 Times of Printing:1 Thank you!",2012,4,21,5,13
F:\ai\ocr_recognition\dataset\train\images\en_862.jpg,"Charm clothing store 1/F,britain Insurance Building 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at:2021-10-21 15:41:11 22 GST:2 TBL: 4 $120.00 suit Subtotal: S120.00 10%Service Charge: $12.00 total: $132.00 Times of Printing:1 Thank you!",2021-10-21 15:41:00,48 Sydney Ave,132.0,"/F,britain Insurance Building 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at:2021-10-21 15:41:11 22 GST:2 TBL: 4; 10%Service Charge:",购物,"Charm clothing store 1/F,britain Insurance Building 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at:2021-10-21 15:41:11 22 GST:2 TBL: 4 $120.00 suit Subtotal: S120.00 10%Service Charge: $12.00 total: $132.00 Times of Printing:1 Thank you!",2021,10,21,3,15
F:\ai\ocr_recognition\dataset\train\images\en_863.jpg,"Charm clothing store 1/F,britain Insurance Building 48Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at: 2021-04-05 13:32:22 TBL: 26 GST:2 coat 1 S19.00 T-shirt 1 S15.00 1 S25.00 sports wear Subtotal: $59.00 10%Service Charge: $5.90 total: $ 64.90 Times of Printing:1 Thank you!",2005-04-21 13:32:00,,59.0,"/F,britain Insurance Building 48Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at: 2021-04-05 13:32:22 TBL: 26 GST:2 coat 1 S; 10%Service Charge:",购物,"Charm clothing store 1/F,britain Insurance Building 48Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at: 2021-04-05 13:32:22 TBL: 26 GST:2 coat 1 S19.00 T-shirt 1 S15.00 1 S25.00 sports wear Subtotal: $59.00 10%Service Charge: $5.90 total: $ 64.90 Times of Printing:1 Thank you!",2005,4,21,3,13
F:\ai\ocr_recognition\dataset\train\images\en_866.jpg,"Charm clothing store 1/F,britain Insurance Building. 48Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at: 2021-05-29 14:23:46 TBL: 23 GST:2 shirt 1 $16.00 trousers 1 S15.00 vest 1 $ 9.00 underwear $ 12.00 Subtotal: $ 52.00 10%Service Charge: $5.20 total: $57.20 Times of Printing:1 Thank you!",2029-05-21 14:23:00,,57.2,"/F,britain Insurance Building. 48Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at: 2021-05-29 14:23:46 TBL: 23 GST:2 shirt 1; Subtotal: $; %Service Charge:",购物,"Charm clothing store 1/F,britain Insurance Building. 48Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at: 2021-05-29 14:23:46 TBL: 23 GST:2 shirt 1 $16.00 trousers 1 S15.00 vest 1 $ 9.00 underwear $ 12.00 Subtotal: $ 52.00 10%Service Charge: $5.20 total: $57.20 Times of Printing:1 Thank you!",2029,5,21,0,14
F:\ai\ocr_recognition\dataset\train\images\en_928.jpg,"GUCCI La VallaeV illage Date:18/09/21 16:21:11 Detail TUA Code HT%TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount belt $175.00 $350.00 Blouse $220.00 $220.00 工 Subtotal: $570.00 Gratuity: $0.00 Total: $570.00 siege social:7,rue Leance Reynaud,75116 Paris S.A.$.au capital de3.483.480<-632 032348 rcs Paris",2021-09-18 16:21:00,,570.0,"/09/21 16:21:11 Detail TUA Code HT%TUATTCTUA LOCAL; Gucci France description Rate Amount belt; Blouse; 工 Subtotal:; Total:; ,rue Leance Reynaud,75116 Paris S.A.$.au capital de",其他,"GUCCI La VallaeV illage Date:18/09/21 16:21:11 Detail TUA Code HT%TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount belt $175.00 $350.00 Blouse $220.00 $220.00 工 Subtotal: $570.00 Gratuity: $0.00 Total: $570.00 siege social:7,rue Leance Reynaud,75116 Paris S.A.$.au capital de3.483.480<-632 032348 rcs Paris",2021,9,18,5,16
F:\ai\ocr_recognition\dataset\train\images\en_929.jpg,"GUCCI La Vallae V illage La Vallae V illage 3 Cours de Is Garonne Date:15/08/21 18:59:09 Detail TUA Code HT %TUA TTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount YA068555 $510.00 1 $510.00 suit pants 生 $260.00 $260.00 Subtotal: $770.00 Gratuity: $0.00 Total: $770.00 siege social 7,rue Leance Reynaud,75116 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris",2021-08-15 18:59:00,,770.0,"Cours de Is Garonne Date:15/08/21 18:59:09 Detail TUA Code HT %TUA TTCTUA LOCAL; Gucci France description Rate Amount YA068555; Gratuity:; siege social 7,rue Leance Reynaud,75116 Paris S.A.$.au capital de",其他,"GUCCI La Vallae V illage La Vallae V illage 3 Cours de Is Garonne Date:15/08/21 18:59:09 Detail TUA Code HT %TUA TTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount YA068555 $510.00 1 $510.00 suit pants 生 $260.00 $260.00 Subtotal: $770.00 Gratuity: $0.00 Total: $770.00 siege social 7,rue Leance Reynaud,75116 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris",2021,8,15,6,18
F:\ai\ocr_recognition\dataset\train\images\en_930.jpg,"GUCCI La Vallae V illage Date:23/09/21 17:41:07 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount $505.00 $505.00 YA015517 $77.00 $154.00 GlamorousMangolia 2 $659.00 Subtotal: $0.00 Gratuity: Total: $659.00 siege social7rueLeanceReynaud,75116 Paris S.A.S.au capital de 3.483.480<-632 032348rcs Paris",2021-09-23 17:41:00,,0.0,"/09/21 17:41:07 Detail TUA Code HT %TUATTCTUA LOCAL; Gucci France description Rate Amount; YA015517; GlamorousMangolia 2; Gratuity: Total:; rueLeanceReynaud,75116 Paris S.A.S.au capital de",其他,"GUCCI La Vallae V illage Date:23/09/21 17:41:07 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount $505.00 $505.00 YA015517 $77.00 $154.00 GlamorousMangolia 2 $659.00 Subtotal: $0.00 Gratuity: Total: $659.00 siege social7rueLeanceReynaud,75116 Paris S.A.S.au capital de 3.483.480<-632 032348rcs Paris",2021,9,23,3,17
F:\ai\ocr_recognition\dataset\train\images\en_931.jpg,"GUCCI La Vallae V illage La Vallae V illage 3 Cours de Is Garonne Date:29/09/21 18:50:00 Detail TUA Code HT%TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount tie 2 $180.00 $360.00 leather shoes 1 $320.00 $320.00 Subtotal: $680.00 Gratuity: $0.00 Total: $680.00 siege social7ueeance Rynaud,7116 032348rcs Paris",2021-09-29 18:50:00,,680.0,Cours de Is Garonne Date:29/09/21 18:50:00 Detail TUA Code HT%TUATTCTUA LOCAL; Gucci France description Rate Amount tie 2; leather shoes 1; Subtotal:; Total:,购物,"GUCCI La Vallae V illage La Vallae V illage 3 Cours de Is Garonne Date:29/09/21 18:50:00 Detail TUA Code HT%TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount tie 2 $180.00 $360.00 leather shoes 1 $320.00 $320.00 Subtotal: $680.00 Gratuity: $0.00 Total: $680.00 siege social7ueeance Rynaud,7116 032348rcs Paris",2021,9,29,2,18
F:\ai\ocr_recognition\dataset\train\images\en_932.jpg,"GUCCI La Vallae V illage La Vallae V illage 3 Cours de Is Garonne Date:08/08/21 18:55:33 Detail TUA Code HT%TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount $510.00 $510.00 YA068555 $200.00 $200.00 Scarves 1 Subtotal: $710.00 Gratuity: $0.00 Total: $710.00 siege social7rue eanceReynaud,75116 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris",2021-08-08 18:55:00,,710.0,"Cours de Is Garonne Date:08/08/21 18:55:33 Detail TUA Code HT%TUATTCTUA LOCAL; Gucci France description Rate Amount; YA068555; Scarves 1 Subtotal:; Total:; rue eanceReynaud,75116 Paris S.A.$.au capital de",其他,"GUCCI La Vallae V illage La Vallae V illage 3 Cours de Is Garonne Date:08/08/21 18:55:33 Detail TUA Code HT%TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount $510.00 $510.00 YA068555 $200.00 $200.00 Scarves 1 Subtotal: $710.00 Gratuity: $0.00 Total: $710.00 siege social7rue eanceReynaud,75116 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris",2021,8,8,6,18
F:\ai\ocr_recognition\dataset\train\images\en_933.jpg,"GUCCI La VallaeV illage La VallaeVillage 3 Cours de Is Garonne Date:04/09/21 17:00:14 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France Rate Amount description $200.00 $200.00 Scarves $200.00 Subtotal: $0.00 Gratuity: $200.00 Total: siege social: 7,rue Leance Reynaud, 75116 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris",2021-04-09 17:00:00,,0.0,"Cours de Is Garonne Date:04/09/21 17:00:14 Detail TUA Code HT %TUATTCTUA LOCAL; Gucci France Rate Amount description; Scarves; Gratuity:; ,rue Leance Reynaud, 75116 Paris S.A.$.au capital de",其他,"GUCCI La VallaeV illage La VallaeVillage 3 Cours de Is Garonne Date:04/09/21 17:00:14 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France Rate Amount description $200.00 $200.00 Scarves $200.00 Subtotal: $0.00 Gratuity: $200.00 Total: siege social: 7,rue Leance Reynaud, 75116 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris",2021,4,9,4,17
F:\ai\ocr_recognition\dataset\train\images\en_934.jpg,"GUCCI La Vallae V illage La Vallae V illage 3 Cours de Is Garonne Date:27/09/21 18:00:40 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount tie 1 $180.00 $180.00 Necklace $290.00 $290.00 leather shoes $320.00 $320.00 Subtotal: $790.00 Gratuity: $0.00 Total: $790.00 siege social:7,rue Leance Reynaud,75116 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris",2021-09-27 18:00:00,,790.0,"Cours de Is Garonne Date:27/09/21 18:00:40 Detail TUA Code HT %TUATTCTUA LOCAL; Gucci France description Rate Amount tie 1; Necklace; leather shoes; Subtotal:; Total:; ,rue Leance Reynaud,75116 Paris S.A.$.au capital de",其他,"GUCCI La Vallae V illage La Vallae V illage 3 Cours de Is Garonne Date:27/09/21 18:00:40 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount tie 1 $180.00 $180.00 Necklace $290.00 $290.00 leather shoes $320.00 $320.00 Subtotal: $790.00 Gratuity: $0.00 Total: $790.00 siege social:7,rue Leance Reynaud,75116 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris",2021,9,27,0,18
F:\ai\ocr_recognition\dataset\train\images\en_935.jpg,"GUCCI La Vallae V illage Date:25/09/21 17:11:47 Detail TUA Code HT %TUA TTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Amount Rate YA015517 $505.00 $505.00 leather shoes $320.00 $320.00 1 Subtotal: $825.00 Gratuity: $0.00 Total: $825.00 siege social:7,rue Leance Reynaud,75116 Paris S.A.$.au capital de3.483.480<-632 032348rcs Paris",2021-09-25 17:11:00,,825.0,"/09/21 17:11:47 Detail TUA Code HT %TUA TTCTUA LOCAL; Gucci France description Amount Rate YA015517; leather shoes; 1 Subtotal:; Total:; ,rue Leance Reynaud,75116 Paris S.A.$.au capital de",购物,"GUCCI La Vallae V illage Date:25/09/21 17:11:47 Detail TUA Code HT %TUA TTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Amount Rate YA015517 $505.00 $505.00 leather shoes $320.00 $320.00 1 Subtotal: $825.00 Gratuity: $0.00 Total: $825.00 siege social:7,rue Leance Reynaud,75116 Paris S.A.$.au capital de3.483.480<-632 032348rcs Paris",2021,9,25,5,17
F:\ai\ocr_recognition\dataset\train\images\en_937.jpg,GUCCI La VallaeV illage La Vallae V illage 3 Cours de Is Garonne Date:05/09/21 17:40:54 Detail TUA Code HT %TUA TTCTUA LOCAL 304.1720%365.0060.83 Gucci France Rate Amount description $73.00 $146.00 Gorgeous Gardenia 2 $180.00 $180.00 Tie $326.00 Subtotal: $0.00 Gratuity: Total: $326.00 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris,2021-05-09 17:40:00,,0.0,Cours de Is Garonne Date:05/09/21 17:40:54 Detail TUA Code HT %TUA TTCTUA LOCAL; Gucci France Rate Amount description; Gorgeous Gardenia 2; Tie; Gratuity: Total:; A.$.au capital de,其他,GUCCI La VallaeV illage La Vallae V illage 3 Cours de Is Garonne Date:05/09/21 17:40:54 Detail TUA Code HT %TUA TTCTUA LOCAL 304.1720%365.0060.83 Gucci France Rate Amount description $73.00 $146.00 Gorgeous Gardenia 2 $180.00 $180.00 Tie $326.00 Subtotal: $0.00 Gratuity: Total: $326.00 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris,2021,5,9,6,17
F:\ai\ocr_recognition\dataset\train\images\en_938.jpg,"GUCCI La VallaeV illage La Vallae V illage 3 Cours de Is Garonne Date:21/09/21 17:01:01 Detail TUA Code HT%TUA TTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount Glorious Mandarin $75.00 $75.00 GlamorousMangolia 1 $77.00 $77.00 Subtotal: $152.00 Gratuity: $0.00 Total: $152.00 siege social:7rueLeance Reynaud,75116 Paris S.A.S.au capital de 3.483.480<-632 032348rcs Paris",2021-09-21 17:01:00,,152.0,"Cours de Is Garonne Date:21/09/21 17:01:01 Detail TUA Code HT%TUA TTCTUA LOCAL; Gucci France description Rate Amount Glorious Mandarin; GlamorousMangolia 1; Subtotal:; Total:; rueLeance Reynaud,75116 Paris S.A.S.au capital de",其他,"GUCCI La VallaeV illage La Vallae V illage 3 Cours de Is Garonne Date:21/09/21 17:01:01 Detail TUA Code HT%TUA TTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount Glorious Mandarin $75.00 $75.00 GlamorousMangolia 1 $77.00 $77.00 Subtotal: $152.00 Gratuity: $0.00 Total: $152.00 siege social:7rueLeance Reynaud,75116 Paris S.A.S.au capital de 3.483.480<-632 032348rcs Paris",2021,9,21,1,17
F:\ai\ocr_recognition\dataset\train\images\en_939.jpg,"GUCCI La VallaeV illage La VallaeV illage 3 Cours de Is Garonne Date:18/08/21 18:29:03 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount belt 生 $175.00 $175.00 Tie $180.00 $180.00 Gorgeous Gardenia 1 $73.00 $73.00 Subtotal: $428.00 Gratuity: $0.00 Total: $428.00 siege social:7,rue Leance Reynaud,75116 Paris S.A.$.au capital de 3.483.480<-632 032348 rcs Paris",2021-08-18 18:29:00,,428.0,"Cours de Is Garonne Date:18/08/21 18:29:03 Detail TUA Code HT %TUATTCTUA LOCAL; Gucci France description Rate Amount belt 生; Tie; Gorgeous Gardenia 1; Subtotal:; Total:; ,rue Leance Reynaud,75116 Paris S.A.$.au capital de",其他,"GUCCI La VallaeV illage La VallaeV illage 3 Cours de Is Garonne Date:18/08/21 18:29:03 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount belt 生 $175.00 $175.00 Tie $180.00 $180.00 Gorgeous Gardenia 1 $73.00 $73.00 Subtotal: $428.00 Gratuity: $0.00 Total: $428.00 siege social:7,rue Leance Reynaud,75116 Paris S.A.$.au capital de 3.483.480<-632 032348 rcs Paris",2021,8,18,2,18
F:\ai\ocr_recognition\dataset\train\images\en_941.jpg,"GUCCI LaVallae V illage La Vallae V illage 3 Cours de Is Garonne Date:06/09/21 18:32:54 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France Rate Amount description $73.00 $73.00 Gorgeous Gardenia 1 $180.00 $180.00 Tie $175.00 $175.00 Belt 1 Subtotal: $428.00 Gratuity: $0.00 Total: $428.00 siege social:7,rue Leance Reynaud,75116 Paris S.A.$.au capital de3.483.480<-632 032348 rcs Paris",2021-06-09 18:32:00,,428.0,"Cours de Is Garonne Date:06/09/21 18:32:54 Detail TUA Code HT %TUATTCTUA LOCAL; Gucci France Rate Amount description; Gorgeous Gardenia 1; Tie; Belt 1 Subtotal:; Total:; ,rue Leance Reynaud,75116 Paris S.A.$.au capital de",其他,"GUCCI LaVallae V illage La Vallae V illage 3 Cours de Is Garonne Date:06/09/21 18:32:54 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France Rate Amount description $73.00 $73.00 Gorgeous Gardenia 1 $180.00 $180.00 Tie $175.00 $175.00 Belt 1 Subtotal: $428.00 Gratuity: $0.00 Total: $428.00 siege social:7,rue Leance Reynaud,75116 Paris S.A.$.au capital de3.483.480<-632 032348 rcs Paris",2021,6,9,2,18
F:\ai\ocr_recognition\dataset\train\images\en_942.jpg,GUCCI La Vallae V illage La Vallae V illage 3 Cours de Is Garonne Date:13/08/21 18:49:33 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount Glorious Mandarin 1 $75.00 $75.00 YA105510 $500.00 1 $500.00 Subtotal: $575.00 Gratuity: $0.00 Total: $575.00 032348rcs Paris,2021-08-13 18:49:00,,575.0,Cours de Is Garonne Date:13/08/21 18:49:33 Detail TUA Code HT %TUATTCTUA LOCAL; Gucci France description Rate Amount Glorious Mandarin 1; YA105510; Gratuity:,其他,GUCCI La Vallae V illage La Vallae V illage 3 Cours de Is Garonne Date:13/08/21 18:49:33 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount Glorious Mandarin 1 $75.00 $75.00 YA105510 $500.00 1 $500.00 Subtotal: $575.00 Gratuity: $0.00 Total: $575.00 032348rcs Paris,2021,8,13,4,18
F:\ai\ocr_recognition\dataset\train\images\en_943.jpg,"GUCCI La Vallae V illage La Vallae V illage 3 Cours de Is Garonne Date:31/08/21 18:37:56 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount $505.00 $505.00 YA015517 1 $75.00 $75.00 Glorious Mandarin 1 Subtotal: $580.00 Gratuity: $0.00 Total: $580.00 siege social:7,rue Leance Reynaud,75116 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris",2021-08-31 18:37:00,,580.0,"Cours de Is Garonne Date:31/08/21 18:37:56 Detail TUA Code HT %TUATTCTUA LOCAL; Gucci France description Rate Amount; YA015517 1; Glorious Mandarin 1 Subtotal:; Total:; ,rue Leance Reynaud,75116 Paris S.A.$.au capital de",其他,"GUCCI La Vallae V illage La Vallae V illage 3 Cours de Is Garonne Date:31/08/21 18:37:56 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount $505.00 $505.00 YA015517 1 $75.00 $75.00 Glorious Mandarin 1 Subtotal: $580.00 Gratuity: $0.00 Total: $580.00 siege social:7,rue Leance Reynaud,75116 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris",2021,8,31,1,18
F:\ai\ocr_recognition\dataset\train\images\en_944.jpg,GUCCI La VallaeV illage La Vallae V illage 3 Cours de Is Garonne Date:11/09/21 18:55:55 Detail TUA Code HT %TUA TTC TUA LOCAL 304.1720%365.0060.83 Gucci France Rate Amount description $77.00 $77.00 GlamorousMangolia 1 $500.00 $500.00 YA105510 $577.00 Subtotal: $0.00 Gratuity: $577.00 Total: 032348rcs Paris,2021-11-09 18:55:00,,0.0,Cours de Is Garonne Date:11/09/21 18:55:55 Detail TUA Code HT %TUA TTC TUA LOCAL; Gucci France Rate Amount description; GlamorousMangolia 1; YA105510; Gratuity:,其他,GUCCI La VallaeV illage La Vallae V illage 3 Cours de Is Garonne Date:11/09/21 18:55:55 Detail TUA Code HT %TUA TTC TUA LOCAL 304.1720%365.0060.83 Gucci France Rate Amount description $77.00 $77.00 GlamorousMangolia 1 $500.00 $500.00 YA105510 $577.00 Subtotal: $0.00 Gratuity: $577.00 Total: 032348rcs Paris,2021,11,9,1,18
F:\ai\ocr_recognition\dataset\train\images\en_945.jpg,"GUCCI La Vallae V illage La VallaeV illage 3 Cours de Is Garonne Date:22/08/21 18:59:59 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount belt $175.00 $350.00 2 Tie $180.00 $360.00 2 Gorgeous Gardenia 1 $73.00 $73.00 Subtotal: $783.00 Gratuity: $0.00 Total: $783.00 siege social:7,rueLeance Reynaud,75116 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris",2021-08-22 18:59:00,,783.0,"Cours de Is Garonne Date:22/08/21 18:59:59 Detail TUA Code HT %TUATTCTUA LOCAL; Gucci France description Rate Amount belt; 2 Tie; 2 Gorgeous Gardenia 1; Subtotal:; Total:; ,rueLeance Reynaud,75116 Paris S.A.$.au capital de",其他,"GUCCI La Vallae V illage La VallaeV illage 3 Cours de Is Garonne Date:22/08/21 18:59:59 Detail TUA Code HT %TUATTCTUA LOCAL 304.1720%365.0060.83 Gucci France description Rate Amount belt $175.00 $350.00 2 Tie $180.00 $360.00 2 Gorgeous Gardenia 1 $73.00 $73.00 Subtotal: $783.00 Gratuity: $0.00 Total: $783.00 siege social:7,rueLeance Reynaud,75116 Paris S.A.$.au capital de 3.483.480<-632 032348rcs Paris",2021,8,22,6,18
